content,windows
"i have configured two of my 1tb drives in a raid 1 setup. i've checked the configuration in the controller several times, and it appears to be correct, but ubuntu is still recognizing the two drives as separate entities. do i need to do something in ubuntu to set this up properly?",-1
what is the name of the array /dev/md0?,-1
you shouldnt use fdisk on the actual low level device,-1
a raid device as existing*,-1
fdisk -l will treat them separately,-1
how do you know ubuntu is treating them separately,-1
"wasn't aware of that, thank you. but how can i go about formatting the array so that i can mount it?",-1
i have installed 10 webcam apps but no one works for my cam. or my cam doesnt work for any :(,-1
dont anger lorez?,-1
any help folks?,-1
"my sirius usb2.0 webcam is detected by an application known as ""camera monitor"" in ubuntu. but i cant view the cam in any application. it indicates that the cam is on. what should be the solution?",-1
ok im ready,-1
pls help me guys,-1
"i'm not a noob, i'm telling you what happened to me.",-1
i can get to nothing,-1
"i installed an update, restarted and bam, ubuntu killed",-1
just going to have to lose the data i suppose..,-1
.any idea why it borked?,-1
don't have any cd's or such lying around,-1
uno momento,-1
have you tryed out one of the forums? to post your problem there could mean a big difference?,-1
i keep getting a warning about vbox set for 32-bit while ubuntu is set for 16-bit..but doesn't cause any problems really,-1
but will it install 2 or jst boot?,-1
hey thanx alot 4 the help hav a grt nite!!!,-1
"let me ask u 1 more thng, i heard if i did a cd install i cld expect  wifi trbl?",-1
r u suggestng a duel boot?,-1
doesn't your live cd have an install option at the boot menu???,-1
i would not use a live disc to install inside virtualbox,-1
"mozila, open virtualbox gui, tell it to capture your cd/dvd drive, have cd in the drive, create new vm..and its pretty self explanatory from there",-1
"mozilla, it works alright for me",-1
okay im not sure but it is a more recent live disc version,-1
no thats my brother lol,-1
"tried doing a ubuntu install on a xp system & i kept hitting a blue ""unmountable_boot"" screen. finally i f1'd it into a bios setting but still cldnt manage to do it. anything anyone can think of to help get past this problem? the guy said the printer wldnt print anythng from the hd, im thinking the hard disc must be fried?",-1
"vigo, (in boot order)",-1
"vigo, thanks!",-1
"mozillageueilla: yes, it really matters, one moment please, let me pull that page up.",-1
mozillaguerilla: here>https://help.ubuntu.com/community/installation,-1
is the cd drive set as boot in the bios?,-1
"mozillaguerilla: you are very welcome, i hope that clears it up, and yes, it is quite important. but still make a backup, always make a backup.",-1
"vigo, yes but it was like 3rd down the list but that shldn't matter should it?",-1
know of any irc channels regarding hardware?,-1
"someone else may have to help you get universe enabled, i've got to run.",-1
is this something i can use drop box? ive never used paste bin there are 2 files in there,-1
pastebin your /etc/apt/sources.list,-1
resistance i dont see anything like that,-1
thank man pastebin is killing me,-1
deb cdrom:[ubuntu 10.04.4 lts _lucid lynx_ - release i386 (20120214.2)]/ luci$ # see http://help.ubuntu.com/community/upgradenotes for how to upgrade to # newer versions of the distribution.  deb http://us.archive.ubuntu.com/ubuntu/ lucid main restricted deb-src http://us.archive.ubuntu.com/ubuntu/ lucid main restricted  ## major bug fix updates produced after the final release of the ## distribution. deb http://us.archive.ubuntu.com/,-1
the *file* i want is /etc/apt/sources.list,-1
"/etc/apt/sources.list is the file i need the contents of, otherwise your  next question to the irc channel is ""how do i enable the universe repository?""",-1
it is a file,-1
that wasnt what i asked you for.,-1
!ubuntu | publicenemy,-1
"excuse me, i thought ""that is mierda del caballo"" is spanish",-1
!es | wichser,-1
that time was jp ;-),-1
mysql is a specific database implementation,-1
as are oracle and postgresql and microsoft sql server,-1
the language is sql,-1
er there was no spanish there...,-1
ah missed that. just saw a bit about iphones and got confused,-1
17:21:45 home page for ##php: http://hashphp.org/,-1
17:21:45 irssi: join to ##php was synced in 1 secs,-1
"there is no ""best"" option, but vftpd is fine",-1
"type ""/usr/bin/python""",-1
"ok - enough now, ask questions in clear english please - that's the rules of the channel",-1
17:21:45 -chanserv(chanserv@services.)- [##php] welcome to ##php. please read the guidelines.,-1
sure there is.,-1
"no there isn't, as it's personal prefernce",-1
"i'm not sure overheating would be a problem, the system seems to be running nicely.",-1
"whatever it is, please tell me if its like https://bugs.launchpad.net/ubuntu/+source/linux/+bug/528161",-1
"unfortunately, it iseems it is not temperature-related",-1
what's your wifi problem?,-1
"if you suffer from the bug i posted, changing any distribution will not help, changing to any kernel will not help",-1
can you pastie a full dmesg?,-1
see also the upstream intel bug: http://bugzilla.intellinuxwireless.org/show_bug.cgi?id=2171,-1
"yep, this is just like my problem",-1
"""dmesg"" in a terminal",-1
"wifi card sees networks etc., but won't connect.",-1
if i dmesg | talk there's a lot of stuff like: [  353.730716] ath5k phy0: noise floor calibration failed (2422mhz) --- could this be causing the issue?,-1
-  out of this scope and not eniterly recommanded but what router do you use?,-1
"hi guys, is it possible for wifi to drop due to temperature?",-1
"-  this is way out of best practise you think -  but  running  openwrt or ddwrt on your router would give you sutch features ... and it would keep your mac so it should still be supported...  -  but than again,  i should not advice you to do this.",-1
"- well i cant really tell you,  what i its then but -  my broadcom based,   had the same...  i solved it in my router   but increasing  the   band  from  20mhz to  50mhz",-1
i rand   8.04 on my laptop before  no errors  i rand   9.04  / 9.10   / 10.04   with errors ...,-1
"since i upgraded to 10.04 (happened in beta too so i went back to 9.10) my wifi drops  and keep sprompting for a passphrase, the only way to get it back is to shutdown, and turn the laptop back on -- but it seems worse if i use it on the bed or whatever... if i leave it on the desk it's been known to go over night however i had no issues at all on 9.10",-1
nope ichat -- i have an acer laptop,-1
so do i but mine hase   bcrm   wlan chip ....,-1
-  try to find if your router supports  changing the band...   (bandwidth)...    if it does  i cant hurt to try.  -    no i think  signal   is     mesured in  db  (desibel)   not in    bw  (mhz),-1
i try several version nothing work for now,-1
is there any solution ?,-1
- be specific plz,-1
i use virtualbox as a vm machine ?,-1
on my vm machine,-1
"1 whats your host, whats your gues ..  what ubuntu version  ....  what did you try allready to fix it.  what settings have you set in vbox",-1
i can't able to do installation,-1
"-  i see,  if you dont mind   i can help you in private -  so reading is less complecated than in a buissy chan",-1
seriously i got serious problem with ubuntu,-1
- not really but give me a min i might be able to find  one,-1
why would i choose to use a filesystem other than the default?,-1
- because you can ....,-1
-all filesystems have thair pro's and cons,-1
do you know of a good comparison guide of sorts in semi-idiot speak?,-1
wow thanks so much man =),-1
for example if you have an old  compact flash disk  you would beter format it with  a ext2 if you can..     but if you want  a  network filesystem you might want  zfs or btrfs (beta),-1
check your  private msg,-1
grub should be on a bootable partition...,-1
it may not boot at all and give no os found error if not installed properly,-1
"-  true,  - same for linux...",-1
-  if you install grub to a part  rather than the  mbr  i think that that part should be boot-flaged not the one where you install /boot,-1
or the partition will not boot,-1
"in ""mycomputer"" there is no dvd drive..",-1
hello again,-1
"k3b did erase the dvd, but then i could not detect any drives after that.. i had to power down for bios to see my drivees again",-1
not in grub anyway,-1
now.. it detects all drives but doesnt find the dvd thats in the drive that should now be blank...,-1
please re-explain the problem you are having?,-1
